id_procedimiento,id_nota_hoja,tarifa
43,4,
59,4,
128,4,
135,4,
142,4,
337,4,
138,4,
9,4,
10,4,
12,4,
13,4,
15,4,
17,4,
18,4,
19,4,
20,4,
21,4,
22,4,
23,4,
24,4,
26,4,
27,4,
28,4,
29,4,
30,4,
136,4,
158,4,
356,4,
427,4,
428,4,
430,4,
431,4,
432,4,
131,4,
139,4,
146,4,
333,4,
334,4,
335,4,
336,4,
400,4,
402,4,
403,4,
404,4,
406,4,
407,4,
408,4,
409,4,
410,4,
411,4,
412,4,
414,4,
415,4,
416,4,
417,4,
418,4,
419,4,
421,4,
422,4,
423,4,
424,4,
457,4,
433,4,
434,4,
171,4,
172,4,
173,4,
174,4,
175,4,
176,4,
177,4,
178,4,
180,4,
181,4,
182,4,
183,4,
185,4,
186,4,
187,4,
188,4,
189,4,
190,4,
192,4,
194,4,
195,4,
196,4,
197,4,
198,4,
199,4,
200,4,
201,4,
204,4,
205,4,
206,4,
207,4,
208,4,
209,4,
210,4,
211,4,
212,4,
213,4,
214,4,
215,4,
217,4,
218,4,
219,4,
220,4,
221,4,
222,4,
223,4,
224,4,
225,4,
227,4,
230,4,
231,4,
232,4,
233,4,
234,4,
236,4,
237,4,
238,4,
239,4,
240,4,
241,4,
242,4,
243,4,
244,4,
245,4,
246,4,
247,4,
249,4,
250,4,
251,4,
252,4,
253,4,
254,4,
255,4,
257,4,
260,4,
261,4,
265,4,
266,4,
267,4,
270,4,
271,4,
274,4,
275,4,
276,4,
277,4,
278,4,
283,4,
285,4,
286,4,
287,4,
288,4,
289,4,
290,4,
293,4,
294,4,
296,4,
297,4,
298,4,
299,4,
300,4,
301,4,
302,4,
303,4,
305,4,
306,4,
307,4,
308,4,
309,4,
310,4,
311,4,
312,4,
313,4,
314,4,
315,4,
332,4,
316,4,
75,4,
78,4,
82,4,
91,4,
93,4,
100,4,
102,4,
106,4,
112,4,
119,4,
122,4,
124,4,
160,4,
583,4,
584,4,
203,4,
141,4,
435,4,
235,4,
60,4,
155,4,
123,4,
711,4,
152,4,
151,4,
291,4,
476,4,
46,4,
74,5,
165,5,
167,5,
168,5,
256,5,
343,5,
345,5,
348,5,
568,5,
569,5,
575,5,
8,5,
31,5,
35,5,
36,5,
37,5,
443,5,
444,5,
446,5,
61,5,
62,5,
63,5,
64,5,
65,5,
66,5,
67,5,
73,5,
157,5,
318,5,
319,5,
320,5,
321,5,
323,5,
324,5,
325,5,
327,5,
329,5,
331,5,
340,5,
341,5,
342,5,
346,5,
347,5,
355,5,
357,5,
358,5,
359,5,
362,5,
363,5,
364,5,
366,5,
405,5,
413,5,
578,5,
579,5,
580,5,
581,5,
582,5,
441,5,
130,5,
145,5,
391,5,
137,5,
144,5,
361,5,
43,5,
59,5,
128,5,
135,5,
142,5,
337,5,
138,5,
9,5,
10,5,
12,5,
13,5,
15,5,
17,5,
18,5,
19,5,
20,5,
21,5,
22,5,
23,5,
24,5,
26,5,
27,5,
28,5,
29,5,
30,5,
136,5,
158,5,
356,5,
427,5,
428,5,
430,5,
431,5,
432,5,
131,5,
139,5,
146,5,
333,5,
334,5,
335,5,
336,5,
400,5,
402,5,
403,5,
404,5,
406,5,
407,5,
408,5,
409,5,
410,5,
411,5,
412,5,
414,5,
415,5,
416,5,
417,5,
418,5,
419,5,
421,5,
422,5,
423,5,
424,5,
457,5,
433,5,
434,5,
171,5,
172,5,
173,5,
174,5,
175,5,
176,5,
177,5,
178,5,
180,5,
181,5,
182,5,
183,5,
185,5,
186,5,
187,5,
188,5,
189,5,
190,5,
192,5,
194,5,
195,5,
196,5,
197,5,
198,5,
199,5,
200,5,
201,5,
204,5,
205,5,
206,5,
207,5,
208,5,
209,5,
210,5,
211,5,
212,5,
213,5,
214,5,
215,5,
217,5,
218,5,
219,5,
220,5,
221,5,
222,5,
223,5,
224,5,
225,5,
227,5,
230,5,
231,5,
232,5,
233,5,
234,5,
236,5,
237,5,
238,5,
239,5,
240,5,
241,5,
242,5,
243,5,
244,5,
245,5,
246,5,
247,5,
249,5,
250,5,
251,5,
252,5,
253,5,
254,5,
255,5,
257,5,
260,5,
261,5,
265,5,
266,5,
267,5,
270,5,
271,5,
274,5,
275,5,
276,5,
277,5,
278,5,
283,5,
285,5,
286,5,
287,5,
288,5,
289,5,
290,5,
293,5,
294,5,
296,5,
297,5,
298,5,
299,5,
300,5,
301,5,
302,5,
303,5,
305,5,
306,5,
307,5,
308,5,
309,5,
310,5,
311,5,
312,5,
313,5,
314,5,
315,5,
332,5,
316,5,
75,5,
78,5,
82,5,
91,5,
93,5,
100,5,
102,5,
106,5,
112,5,
119,5,
122,5,
124,5,
160,5,
583,5,
584,5,
706,5,
155,5,
435,5,
645,2,
279,2,
637,2,
222,2,
219,2,
218,2,
215,2,
731,2,
673,2,
432,2,
430,2,
429,2,
672,2,
428,2,
671,2,
670,2,
425,2,
669,2,
422,2,
668,2,
421,2,
420,2,
419,2,
418,2,
730,2,
729,2,
417,2,
416,2,
415,2,
414,2,
413,2,
412,2,
411,2,
410,2,
409,2,
667,2,
408,2,
666,2,
665,2,
664,2,
407,2,
406,2,
405,2,
404,2,
403,2,
402,2,
401,2,
400,2,
661,2,
660,2,
659,2,
658,2,
657,2,
392,2,
391,2,
390,2,
389,2,
388,2,
387,2,
386,2,
385,2,
384,2,
383,2,
382,2,
380,2,
379,2,
378,2,
377,2,
376,2,
375,2,
656,2,
655,2,
360,2,
654,2,
653,2,
652,2,
728,2,
727,2,
337,2,
651,2,
650,2,
315,2,
314,2,
313,2,
312,2,
311,2,
726,2,
310,2,
676,2,
675,2,
647,2,
725,2,
302,2,
301,2,
300,2,
299,2,
298,2,
297,2,
296,2,
724,2,
294,2,
293,2,
723,2,
283,2,
278,2,
643,2,
274,2,
642,2,
641,2,
265,2,
260,2,
257,2,
256,2,
722,2,
255,2,
721,2,
253,2,
640,2,
250,2,
249,2,
248,2,
639,2,
247,2,
246,2,
245,2,
243,2,
242,2,
241,2,
240,2,
720,2,
239,2,
238,2,
638,2,
234,2,
233,2,
232,2,
231,2,
719,2,
230,2,
229,2,
718,2,
228,2,
717,2,
227,2,
226,2,
225,2,
221,2,
220,2,
636,2,
635,2,
634,2,
633,2,
212,2,
211,2,
209,2,
208,2,
716,2,
207,2,
206,2,
205,2,
204,2,
203,2,
202,2,
715,2,
201,2,
200,2,
632,2,
199,2,
198,2,
197,2,
631,2,
630,2,
192,2,
629,2,
628,2,
627,2,
190,2,
189,2,
188,2,
187,2,
714,2,
186,2,
713,2,
178,2,
174,2,
625,2,
164,2,
161,2,
160,2,
709,2,
708,2,
707,2,
144,2,
143,2,
705,2,
704,2,
142,2,
137,2,
703,2,
136,2,
702,2,
701,2,
700,2,
699,2,
698,2,
697,2,
135,2,
126,2,
124,2,
123,2,
122,2,
121,2,
120,2,
119,2,
118,2,
117,2,
116,2,
624,2,
114,2,
113,2,
112,2,
111,2,
110,2,
109,2,
108,2,
107,2,
106,2,
105,2,
104,2,
103,2,
102,2,
101,2,
100,2,
99,2,
98,2,
97,2,
623,2,
94,2,
93,2,
92,2,
91,2,
90,2,
89,2,
622,2,
88,2,
87,2,
85,2,
621,2,
84,2,
83,2,
82,2,
81,2,
80,2,
620,2,
619,2,
79,2,
78,2,
618,2,
617,2,
77,2,
616,2,
76,2,
75,2,
615,2,
43,2,
42,2,
41,2,
614,2,
613,2,
612,2,
611,2,
610,2,
25,2,
609,2,
608,2,
22,2,
21,2,
607,2,
606,2,
19,2,
18,2,
17,2,
605,2,
604,2,
603,2,
602,2,
601,2,
600,2,
14,2,
13,2,
12,2,
11,2,
10,2,
9,2,
1,6,
2,6,
4,6,
5,6,
7,6,
440,6,
9,6,
441,6,
12,6,
6,6,
15,6,
8,6,
10,6,
13,6,
20,6,
21,6,
22,6,
25,6,
26,6,
27,6,
16,6,
18,6,
30,6,
19,6,
33,6,
34,6,
28,6,
29,6,
32,6,
35,6,
36,6,
41,6,
42,6,
43,6,
37,6,
38,6,
39,6,
443,6,
444,6,
445,6,
446,6,
55,6,
44,6,
45,6,
46,6,
47,6,
60,6,
49,6,
50,6,
51,6,
52,6,
56,6,
57,6,
58,6,
59,6,
61,6,
71,6,
62,6,
74,6,
75,6,
78,6,
79,6,
81,6,
82,6,
87,6,
63,6,
89,6,
91,6,
92,6,
93,6,
94,6,
96,6,
97,6,
98,6,
99,6,
64,6,
101,6,
102,6,
104,6,
105,6,
106,6,
107,6,
108,6,
109,6,
110,6,
111,6,
112,6,
113,6,
114,6,
115,6,
116,6,
117,6,
118,6,
119,6,
120,6,
66,6,
122,6,
123,6,
124,6,
125,6,
126,6,
67,6,
68,6,
136,6,
137,6,
69,6,
70,6,
73,6,
141,6,
88,6,
143,6,
144,6,
391,6,
90,6,
95,6,
100,6,
121,6,
150,6,
151,6,
127,6,
153,6,
154,6,
157,6,
158,6,
160,6,
163,6,
135,6,
166,6,
167,6,
168,6,
170,6,
169,6,
171,6,
174,6,
175,6,
138,6,
139,6,
178,6,
179,6,
140,6,
142,6,
145,6,
189,6,
190,6,
146,6,
147,6,
193,6,
197,6,
148,6,
199,6,
200,6,
203,6,
205,6,
152,6,
207,6,
208,6,
155,6,
213,6,
215,6,
216,6,
218,6,
219,6,
220,6,
221,6,
156,6,
159,6,
225,6,
227,6,
228,6,
230,6,
162,6,
232,6,
233,6,
165,6,
235,6,
237,6,
176,6,
239,6,
240,6,
241,6,
177,6,
243,6,
245,6,
186,6,
250,6,
191,6,
253,6,
254,6,
255,6,
192,6,
257,6,
258,6,
259,6,
198,6,
206,6,
263,6,
264,6,
265,6,
266,6,
267,6,
268,6,
269,6,
270,6,
271,6,
209,6,
211,6,
279,6,
280,6,
212,6,
282,6,
222,6,
284,6,
288,6,
224,6,
238,6,
292,6,
293,6,
295,6,
296,6,
298,6,
301,6,
302,6,
648,6,
242,6,
311,6,
313,6,
248,6,
249,6,
251,6,
320,6,
321,6,
252,6,
323,6,
256,6,
260,6,
261,6,
327,6,
272,6,
273,6,
331,6,
281,6,
283,6,
290,6,
291,6,
337,6,
338,6,
340,6,
341,6,
343,6,
649,6,
347,6,
348,6,
349,6,
350,6,
351,6,
352,6,
476,6,
318,6,
319,6,
322,6,
324,6,
325,6,
326,6,
328,6,
364,6,
365,6,
329,6,
367,6,
368,6,
330,6,
332,6,
333,6,
334,6,
335,6,
336,6,
393,6,
394,6,
395,6,
396,6,
399,6,
339,6,
344,6,
403,6,
345,6,
405,6,
346,6,
353,6,
354,6,
355,6,
357,6,
358,6,
360,6,
361,6,
362,6,
363,6,
366,6,
369,6,
370,6,
371,6,
372,6,
373,6,
374,6,
423,6,
424,6,
400,6,
427,6,
429,6,
430,6,
401,6,
432,6,
402,6,
404,6,
406,6,
407,6,
408,6,
409,6,
447,6,
448,6,
410,6,
80,6,
83,6,
84,6,
85,6,
86,6,
411,6,
412,6,
103,6,
413,6,
414,6,
415,6,
416,6,
417,6,
418,6,
229,6,
244,6,
419,6,
294,6,
420,6,
421,6,
422,6,
425,6,
431,6,
149,6,
435,6,
316,6,
457,6,
433,6,
646,6,
1,1,
2,1,
4,1,
5,1,
7,1,
8,1,
9,1,
10,1,
12,1,
13,1,
15,1,
16,1,
18,1,
19,1,
20,1,
21,1,
22,1,
25,1,
26,1,
27,1,
28,1,
29,1,
30,1,
32,1,
33,1,
34,1,
35,1,
36,1,
37,1,
38,1,
39,1,
41,1,
42,1,
43,1,
46,1,
47,1,
49,1,
50,1,
52,1,
55,1,
56,1,
57,1,
58,1,
61,1,
62,1,
63,1,
64,1,
66,1,
67,1,
68,1,
69,1,
70,1,
71,1,
73,1,
74,1,
75,1,
76,1,
77,1,
78,1,
79,1,
81,1,
82,1,
87,1,
88,1,
89,1,
91,1,
92,1,
93,1,
94,1,
97,1,
98,1,
99,1,
100,1,
101,1,
102,1,
104,1,
105,1,
106,1,
107,1,
108,1,
109,1,
110,1,
111,1,
112,1,
113,1,
114,1,
115,1,
116,1,
117,1,
118,1,
119,1,
120,1,
121,1,
122,1,
123,1,
124,1,
125,1,
126,1,
127,1,
135,1,
136,1,
137,1,
138,1,
139,1,
140,1,
141,1,
142,1,
143,1,
144,1,
391,1,
382,1,
145,1,
146,1,
147,1,
148,1,
150,1,
151,1,
152,1,
153,1,
154,1,
156,1,
157,1,
158,1,
160,1,
163,1,
165,1,
166,1,
167,1,
168,1,
170,1,
169,1,
171,1,
174,1,
177,1,
178,1,
179,1,
186,1,
189,1,
190,1,
191,1,
193,1,
197,1,
198,1,
199,1,
200,1,
201,1,
202,1,
203,1,
205,1,
206,1,
207,1,
209,1,
212,1,
215,1,
216,1,
219,1,
220,1,
221,1,
222,1,
224,1,
225,1,
227,1,
228,1,
230,1,
232,1,
233,1,
235,1,
237,1,
239,1,
240,1,
241,1,
242,1,
243,1,
245,1,
247,1,
248,1,
249,1,
250,1,
251,1,
252,1,
253,1,
254,1,
255,1,
257,1,
258,1,
259,1,
260,1,
261,1,
262,1,
263,1,
264,1,
265,1,
266,1,
267,1,
268,1,
269,1,
270,1,
271,1,
273,1,
279,1,
281,1,
282,1,
283,1,
288,1,
291,1,
292,1,
293,1,
295,1,
296,1,
298,1,
301,1,
302,1,
304,1,
311,1,
316,1,
320,1,
321,1,
322,1,
323,1,
324,1,
325,1,
326,1,
327,1,
329,1,
330,1,
331,1,
333,1,
334,1,
335,1,
336,1,
337,1,
338,1,
340,1,
341,1,
343,1,
346,1,
347,1,
348,1,
349,1,
350,1,
351,1,
352,1,
353,1,
358,1,
360,1,
361,1,
364,1,
365,1,
367,1,
368,1,
372,1,
373,1,
374,1,
375,1,
376,1,
377,1,
378,1,
379,1,
380,1,
381,1,
383,1,
384,1,
385,1,
386,1,
387,1,
388,1,
389,1,
390,1,
392,1,
393,1,
394,1,
395,1,
396,1,
399,1,
400,1,
402,1,
403,1,
404,1,
405,1,
406,1,
407,1,
408,1,
409,1,
410,1,
411,1,
412,1,
413,1,
414,1,
415,1,
416,1,
417,1,
418,1,
419,1,
420,1,
421,1,
422,1,
423,1,
424,1,
425,1,
427,1,
429,1,
430,1,
431,1,
432,1,
440,1,
441,1,
443,1,
444,1,
445,1,
446,1,
447,1,
448,1,
51,1,
80,1,
83,1,
84,1,
85,1,
90,1,
103,1,
155,1,
159,1,
162,1,
211,1,
229,1,
244,1,
476,1,
294,1,
332,1,
6,1,
226,1,
401,1,
149,1,
1,7,
2,7,
4,7,
5,7,
7,7,
8,7,
9,7,
10,7,
12,7,
13,7,
15,7,
16,7,
18,7,
19,7,
20,7,
21,7,
22,7,
25,7,
26,7,
27,7,
28,7,
29,7,
30,7,
32,7,
33,7,
34,7,
35,7,
36,7,
37,7,
38,7,
39,7,
41,7,
42,7,
43,7,
44,7,
45,7,
46,7,
47,7,
49,7,
50,7,
52,7,
55,7,
56,7,
57,7,
58,7,
59,7,
60,7,
61,7,
62,7,
63,7,
64,7,
66,7,
67,7,
68,7,
69,7,
70,7,
71,7,
73,7,
74,7,
75,7,
77,7,
78,7,
79,7,
81,7,
82,7,
87,7,
88,7,
89,7,
91,7,
92,7,
93,7,
94,7,
96,7,
97,7,
98,7,
99,7,
100,7,
101,7,
102,7,
104,7,
105,7,
106,7,
107,7,
108,7,
109,7,
110,7,
111,7,
112,7,
113,7,
114,7,
115,7,
116,7,
117,7,
118,7,
119,7,
120,7,
121,7,
122,7,
123,7,
124,7,
125,7,
126,7,
127,7,
128,7,
129,7,
130,7,
131,7,
132,7,
133,7,
134,7,
135,7,
136,7,
137,7,
138,7,
139,7,
140,7,
141,7,
142,7,
143,7,
144,7,
391,7,
382,7,
145,7,
146,7,
147,7,
148,7,
150,7,
151,7,
152,7,
153,7,
154,7,
156,7,
157,7,
158,7,
160,7,
163,7,
165,7,
166,7,
167,7,
168,7,
170,7,
169,7,
171,7,
174,7,
177,7,
178,7,
179,7,
189,7,
190,7,
191,7,
192,7,
193,7,
197,7,
198,7,
199,7,
200,7,
201,7,
202,7,
205,7,
206,7,
207,7,
208,7,
209,7,
212,7,
213,7,
215,7,
216,7,
219,7,
220,7,
221,7,
224,7,
225,7,
227,7,
228,7,
230,7,
232,7,
233,7,
235,7,
237,7,
238,7,
239,7,
240,7,
241,7,
242,7,
243,7,
245,7,
247,7,
250,7,
251,7,
252,7,
253,7,
254,7,
255,7,
256,7,
257,7,
258,7,
259,7,
260,7,
261,7,
262,7,
263,7,
264,7,
265,7,
266,7,
267,7,
268,7,
269,7,
270,7,
271,7,
272,7,
273,7,
279,7,
280,7,
281,7,
282,7,
283,7,
284,7,
288,7,
290,7,
291,7,
292,7,
293,7,
295,7,
296,7,
298,7,
301,7,
302,7,
311,7,
313,7,
316,7,
317,7,
318,7,
319,7,
320,7,
321,7,
322,7,
323,7,
324,7,
325,7,
326,7,
327,7,
328,7,
329,7,
330,7,
331,7,
333,7,
334,7,
335,7,
336,7,
337,7,
338,7,
339,7,
340,7,
341,7,
343,7,
344,7,
345,7,
346,7,
347,7,
348,7,
349,7,
350,7,
351,7,
352,7,
353,7,
354,7,
355,7,
357,7,
358,7,
360,7,
361,7,
362,7,
363,7,
364,7,
365,7,
366,7,
367,7,
368,7,
369,7,
370,7,
371,7,
372,7,
373,7,
374,7,
375,7,
376,7,
377,7,
378,7,
379,7,
380,7,
381,7,
383,7,
384,7,
385,7,
386,7,
387,7,
388,7,
389,7,
390,7,
392,7,
393,7,
394,7,
395,7,
396,7,
399,7,
400,7,
402,7,
403,7,
404,7,
405,7,
406,7,
407,7,
408,7,
409,7,
410,7,
411,7,
412,7,
413,7,
414,7,
415,7,
416,7,
417,7,
418,7,
419,7,
420,7,
421,7,
422,7,
423,7,
424,7,
425,7,
427,7,
429,7,
430,7,
431,7,
432,7,
440,7,
441,7,
443,7,
444,7,
445,7,
446,7,
447,7,
448,7,
51,7,
80,7,
83,7,
84,7,
85,7,
86,7,
90,7,
95,7,
103,7,
155,7,
159,7,
162,7,
211,7,
229,7,
244,7,
476,7,
294,7,
332,7,
6,7,
401,7,
149,7,
585,12,
677,12,
594,12,
689,12,
596,12,
691,12,
687,12,
688,12,
597,12,
680,12,
587,12,
679,12,
595,12,
690,12,
599,12,
682,12,
586,12,
678,12,
598,12,
681,12,
591,12,
684,12,
590,12,
683,12,
592,12,
685,12,
593,12,
686,12,
59,12,
60,12,
128,12,
692,12,
129,12,
693,12,
130,12,
694,12,
131,12,
695,12,
132,12,
696,12,
133,12,
134,12,
710,12,
589,12,
256,12,
435,12,
290,12,
674,12,
317,12,
318,12,
319,12,
328,12,
339,12,
344,12,
345,12,
349,12,
354,12,
355,12,
357,12,
362,12,
363,12,
366,12,
369,12,
370,12,
371,12,
457,12,
433,12,
294,12,
626,12,
644,12,
135,12,
